,course_name,picture_link,course_link,itemid,category
146,Manu初级词汇- avoir ( to have),http://ckimg.baidu.com/course/2017-12/09/42d73816327be57f76902570eddf4bd0.jpg,http://chuanke.baidu.com/2641155-244356.html,243,language
147,法语语音入门-6小时轻松搞定法语语音-Nathalie法语在线,http://ckimg.baidu.com/course/2017-11/07/725f79221046fd1ba8fc6ad18080ccc8.jpg,http://chuanke.baidu.com/8803276-240605.html,399,language
148,音频课程-法语星期月份-Nathalie法语在线,http://ckimg.baidu.com/course/2017-11/07/9854536f59b857f3f027f2df09ed2a44.jpg,http://chuanke.baidu.com/8803276-240628.html,618,language
149,音频课程-法语数字0-100 - Nathalie法语在线,http://ckimg.baidu.com/course/2017-11/07/6ae619eed1ea90f92cc682ede12bc2be.jpg,http://chuanke.baidu.com/8803276-240623.html,617,language
150,音频口语-给大家介绍一下，这是我女朋友-Nathalie法语,http://ckimg.baidu.com/course/2017-11/07/cb02dc25cf6135afbb635d0f00b1448a.jpg,http://chuanke.baidu.com/8803276-240635.html,619,language
151,法语零起点 《你好法语》A1 第7单元第26课 描述优缺点,http://ckimg.baidu.com/course/2017-10/12/070198350c2ae3af6ea835ebdc656fad.jpg,http://chuanke.baidu.com/6423860-237830.html,396,language
152,法语零起点 《你好法语》A1 第7单元第25课 表达一些动作的程度,http://ckimg.baidu.com/course/2017-10/12/070198350c2ae3af6ea835ebdc656fad.jpg,http://chuanke.baidu.com/6423860-237829.html,395,language
153,法语零起点 《你好法语》A1 第6单元第21课 命令的语气,http://ckimg.baidu.com/course/2017-09/21/070198350c2ae3af6ea835ebdc656fad.jpg,http://chuanke.baidu.com/6423860-236275.html,394,language
154,法语零起点 《你好法语》A1 第5单元第20课 过去时的应用,http://ckimg.baidu.com/course/2017-09/20/070198350c2ae3af6ea835ebdc656fad.jpg,http://chuanke.baidu.com/6423860-236069.html,393,language
155,法语零起点 《你好法语》A1 第5单元第19课 描写已发生的事件,http://ckimg.baidu.com/course/2017-09/19/070198350c2ae3af6ea835ebdc656fad.jpg,http://chuanke.baidu.com/6423860-235872.html,392,language
156,法语零起点 《你好法语》A1 第3单元第12课 法语空间方位描述,http://ckimg.baidu.com/course/2017-09/05/070198350c2ae3af6ea835ebdc656fad.jpg,http://chuanke.baidu.com/6423860-234220.html,391,language
157,字母表 零基础学习法语 法语零基础 法语启蒙 你好法语 A1 字母表,http://ckimg.baidu.com/course/2017-07/21/070198350c2ae3af6ea835ebdc656fad.jpg,http://chuanke.baidu.com/6423860-228897.html,644,language
158,法语留学法盟A1课程-试听课,http://ckimg.baidu.com/course/2017-05/24/c10a33c4df3911488d3f582a01e84b51.jpg,http://chuanke.baidu.com/8107179-222854.html,397,language
159,CL法语-词汇渐进公开课Les professions 职业,http://ckimg.baidu.com/course/2017-05/26/bf884b639ad4d69705372b0207a71806.jpg,http://chuanke.baidu.com/4658235-223018.html,185,language
160,法语学习基础发音入门,http://ckimg.baidu.com/course/2017-05/01/c0057401e1239b6ffe358ed4ce10228d.jpg,http://chuanke.baidu.com/8192387-220757.html,398,language
161,G1801B2WIKGG_Dieter_20180223,http://ckimg.baidu.com/course/2018-02/26/640c6c3b65649872c2115df6ed2c16b3.jpg,http://chuanke.baidu.com/6084841-247977.html,208,language
162,G1801B2WIKGG_Julia_20180213,http://ckimg.baidu.com/course/2018-02/23/2a081f5f6627dedbcdd87f744eee8cf8.jpg,http://chuanke.baidu.com/6084841-247944.html,209,language
163,G1801B2WIKGG_Dieter_20180210,http://ckimg.baidu.com/course/2018-02/23/3e522b71ddb99fc7790257a024823272.jpg,http://chuanke.baidu.com/6084841-247942.html,206,language
164,G1801B2WIKGG_Dieter_20180222,http://ckimg.baidu.com/course/2018-02/23/c70dddd22e4944d182b20169d86fb38e.jpg,http://chuanke.baidu.com/6084841-247941.html,207,language
165,德语留学歌德A1课程-试听课,http://ckimg.baidu.com/course/2017-05/03/d914215bb203cd3608c3867a2fb94ccd.jpg,http://chuanke.baidu.com/8107179-220923.html,352,language
166,德国留学指南免费第二部分,http://ckimg.baidu.com/course/2017-05/16/b5de3777dad686931c5e7f338b1321ae.jpg,http://chuanke.baidu.com/8107179-220697.html,349,language
167,朗阁在线 马培桢 柏林广场德语A1初级入门,http://ckimg.baidu.com/course/2017-03/15/5277ba41243024da3f6884a7bb4ec971.jpg,http://chuanke.baidu.com/7710221-215836.html,454,language
168,德语零基础语法知识点（免费课）,http://ckimg.baidu.com/course/2017-01/04/93d393aff75906edb17c445719685da2.jpg,http://chuanke.baidu.com/1205546-208560.html,351,language
169,德语基础入门 朗阁在线 免费试学,http://ckimg.baidu.com/course/2016-11/14/2624c1882801dad9ebcf90e6f06ed688.jpg,http://chuanke.baidu.com/7710221-201472.html,350,language
170,德语培训—中德文化差异,http://ckimg.baidu.com/course/2016-10/14/95ddbf8b5cc439cda82bd5332fedd508.jpg,http://chuanke.baidu.com/4348156-197104.html,353,language
171,德语语音入门体验课程,http://ckimg.baidu.com/course/2016-05/06/ebc26d119fbc732715cc252e7355fb20.jpg,http://chuanke.baidu.com/5797834-172775.html,354,language
172,《新编大学德语》第4册 【92外语网】,http://ckimg.baidu.com/course/2016-03/30/fd77aba379c666d09e45f7382266c82a.jpg,http://chuanke.baidu.com/6244224-169030.html,22,language
173,【现代教育】德语入门-德语概况公开课,http://ckimg.baidu.com/course/2015-08/13/2f73e3f32d12ef534ff334aa2baa3199.jpg,http://chuanke.baidu.com/3469344-142830.html,60,language
174,《新编大学德语》第2册 【92外语网】,http://ckimg.baidu.com/course/2016-03/30/3c7dc2d44dd2c0929875efa1847819a8.jpg,http://chuanke.baidu.com/6244224-169025.html,20,language
175,《新编大学德语》第3册 【92外语网】,http://ckimg.baidu.com/course/2016-03/30/5b18bb8064414d2dd17963cce89860a4.jpg,http://chuanke.baidu.com/6244224-169028.html,21,language
176,国家公务员考试申论培训,http://ckimg.baidu.com/course/2018-02/11/5cc43f733e67a008f28bfd8c8fdd0813.jpg,http://chuanke.baidu.com/8519350-247874.html,426,exam
177,国家公务员考试行测考点真题解析,http://ckimg.baidu.com/course/2017-11/30/8fc4c8859728a05bfeb2f693e4e9ecb3.jpg,http://chuanke.baidu.com/1837167-243399.html,424,exam
178,国考行测直播课助考2018国家公务员考试,http://ckimg.baidu.com/course/2017-11/16/b3649e22ec1a33024fb9242b8736d716.jpg,http://chuanke.baidu.com/1837167-241609.html,428,exam
179,国家公务员考试权威解读申论考点,http://ckimg.baidu.com/course/2017-11/03/b359983e45772a5011f750679a0939cb.jpg,http://chuanke.baidu.com/1837167-240230.html,425,exam
180,国家公务员考试申论培训,http://ckimg.baidu.com/course/2017-10/27/6386711190f3fd69fceb09d2c88e4355.jpg,http://chuanke.baidu.com/8519350-239578.html,426,exam
181,助考2018国家公务员考试，申论直播课看这里,http://ckimg.baidu.com/course/2017-09/25/6d5c70ce28dec123a40db46e32f201f2.jpg,http://chuanke.baidu.com/1837167-236556.html,639,exam
182,几何问题 （数量关系专项突破进阶训练）[国考尖子生学案],http://ckimg.baidu.com/course/2017-09/25/97cda74546dcb7ba4e6e2dcf17bf5cd4.jpg,http://chuanke.baidu.com/2352136-236593.html,437,exam
183,公务员考试行测数量关系专项教程,http://ckimg.baidu.com/course/2017-07/24/944bf423da7a280088b27680ecfe46cb.jpg,http://chuanke.baidu.com/8918024-229220.html,411,exam
184,公务员考试行测言语理解与表达专项教程,http://ckimg.baidu.com/course/2017-07/23/d693657b3c992d8e05078f51c3eac3eb.jpg,http://chuanke.baidu.com/8918024-229087.html,412,exam
185,公务员考试行测资料分析专项教程,http://ckimg.baidu.com/course/2017-07/23/666cee5e66742af241bdb3b81a3fecc0.jpg,http://chuanke.baidu.com/8918024-229107.html,413,exam
186,公务员考试行测逻辑判断专项教程,http://ckimg.baidu.com/course/2017-07/23/814a67c67f47e3e3dbf773b0d09ef0b0.jpg,http://chuanke.baidu.com/8918024-228746.html,410,exam
187,资料分析高分宝典,http://ckimg.baidu.com/course/2017-04/30/748425c9fe63e7f4310662cf0f5218d4.jpg,http://chuanke.baidu.com/8524231-220725.html,641,exam
188,公务员申论最易丢分项,http://ckimg.baidu.com/course/2017-04/29/d8e12d59466113a606b96a55939adb4f.jpg,http://chuanke.baidu.com/8524231-220679.html,414,exam
189,从面试考官角度谈备考,http://ckimg.baidu.com/course/2017-04/30/ae685c2d06223295d9a0f3e80db3b225.jpg,http://chuanke.baidu.com/8524231-220723.html,331,exam
190,2018年国家公务员考试行测数量关系代入排除【聚优公考】,http://ckimg.baidu.com/course/2017-04/10/7c28b9707526b2bd21f3a85d7d212829.jpg,http://chuanke.baidu.com/4094310-218786.html,120,exam
191,2018年国家公务员考试行测数量关系-数字特性【聚优公考】,http://ckimg.baidu.com/course/2017-04/10/5816b53556de877208444cc9445cc65d.jpg,http://chuanke.baidu.com/4094310-218787.html,119,exam
192,纵横公考-判断推理-逻辑判断-邓淳,http://ckimg.baidu.com/course/2017-03/22/08ace2b80b3c9b005a2014c323d0624d.jpg,http://chuanke.baidu.com/8237924-216806.html,646,exam
193,纵横公考-判断推理-类比推理-邓淳,http://ckimg.baidu.com/course/2017-03/22/08ace2b80b3c9b005a2014c323d0624d.jpg,http://chuanke.baidu.com/8237924-216798.html,645,exam
194,国家公务员面试-【国税专项】高分免费课程（聚优公考）,http://ckimg.baidu.com/course/2017-02/07/64afe4fade67d4beb848e4818e070a47.jpg,http://chuanke.baidu.com/4094310-211601.html,427,exam
195,国考铁路公安面试题这么答能得90分-【聚优公考】,http://ckimg.baidu.com/course/2017-01/22/3ca65d3ce6d5d8ddae917a5fd27376bf.jpg,http://chuanke.baidu.com/4094310-210809.html,429,exam
196,【限时抢购】海贝日语之声电台，带你全方位学日语,http://ckimg.baidu.com/course/2015-12/08/b23aab3808bb9b665aa96eb7627989b3.jpg,http://chuanke.baidu.com/1312939-156792.html,62,language
197,自己学日语 生活词汇（免费）,http://ckimg.baidu.com/course/2014-11/10/0919b674a4cc5e1442029e7ed3bfcf7d.jpg,http://chuanke.baidu.com/2769606-111875.html,643,language
198,日语五十音图入门精讲,http://ckimg.baidu.com/course/2014-06/03/f20893e9ec178c86a5b57cff6cd56b7f.jpg,http://chuanke.baidu.com/1462470-101727.html,519,language
199,子晴老师带你玩转日本-日剧动漫日语歌曲一网打尽,http://ckimg.baidu.com/course/2017-08/14/fd31f0781bac6600c81795260f540b0f.jpg,http://chuanke.baidu.com/1312939-99196.html,642,language
200,兴趣日语小课堂,http://ckimg.baidu.com/course/2018-02/28/7d8d2b387355c7aaa8d846ebe3f05247.jpg,http://chuanke.baidu.com/8500343-248078.html,602,language
201,乘务日语-潘琪,http://ckimg.baidu.com/course/2018-01/16/06e28cef7bac59d8c57fb96024f8740c.jpg,http://chuanke.baidu.com/6697189-247008.html,326,language
202,日语五十音图之平假名,http://ckimg.baidu.com/course/2017-12/30/e03f1ea0f9c9a292e8aa21d60b201097.jpg,http://chuanke.baidu.com/9250851-245886.html,520,language
203,法亚在线日本文化-社交礼仪与用餐礼仪,http://ckimg.baidu.com/course/2017-12/13/d934aca24ad17829be8a404609c720d5.jpg,http://chuanke.baidu.com/9250851-244699.html,389,language
204,法亚在线小语种：日本文字的构成,http://ckimg.baidu.com/course/2017-12/04/d7bd17d767b598b8df8f361df07c6164.jpg,http://chuanke.baidu.com/9250851-243781.html,390,language
205,日语学习零基础入门发音技巧学习,http://ckimg.baidu.com/course/2017-11/17/45b60d071c3b4197b8c384f0c5c68ff3.jpg,http://chuanke.baidu.com/8192387-241761.html,521,language
206,日本明星级美学课程-卸妆与护肤,http://ckimg.baidu.com/course/2017-11/06/e3f14ade4df227a1b5c2de6048df93b9.jpg,http://chuanke.baidu.com/9295029-240513.html,515,language
207,日语学习五十音图入门教程,http://ckimg.baidu.com/course/2017-10/25/390dab0e99829db9376653ff16932713.jpg,http://chuanke.baidu.com/8192387-239352.html,522,language
208,日语马上开口说,http://ckimg.baidu.com/course/2017-09/05/ef55d3d247857613c471ffa01356af6a.jpg,http://chuanke.baidu.com/8500343-232469.html,517,language
209,翻转日语“50音”-速记,http://ckimg.baidu.com/course/2017-09/19/b24d5a6b142af659a74a2f966eeb1849.jpg,http://chuanke.baidu.com/1830081-235840.html,400,language
210,告诉你日语学习如此简单,http://ckimg.baidu.com/course/2017-09/19/fa8db6e8d390f1afe89420bd34f288d5.jpg,http://chuanke.baidu.com/1830081-235841.html,406,language
211,看日剧学日语,http://ckimg.baidu.com/course/2017-09/19/f33873731a69bbd228157ed4d66b0e7d.jpg,http://chuanke.baidu.com/1830081-235844.html,447,language
212,让你搞定日语听说读写,http://ckimg.baidu.com/course/2017-09/19/7fbd54dd4d939b4558dcb2092cc1ea3a.jpg,http://chuanke.baidu.com/1830081-235836.html,511,language
213,日语N1高分必备考试秘籍,http://ckimg.baidu.com/course/2017-09/19/6ce19f98d2786f46f4efd125c4bf98af.jpg,http://chuanke.baidu.com/1830081-235846.html,516,language
214,【零基础】三小时搞定五十音及音调,http://ckimg.baidu.com/course/2017-05/16/8b296aed522ac3540a4d55dd19e513b9.jpg,http://chuanke.baidu.com/1293367-188057.html,54,language
215,日语完美发音,http://ckimg.baidu.com/course/2017-09/05/cfb86cb1526c393ccb03f1d949d19576.jpg,http://chuanke.baidu.com/8500343-234038.html,518,language
216,0基础学Android全栈课程之Java基础,http://ckimg.baidu.com/course/2016-01/18/39f3b963f9cde1a72494566712dc0ae3.jpg,http://chuanke.baidu.com/3501007-162797.html,66,computer
217,扣丁学堂html5初级开发视频_jQuery基础,http://ckimg.baidu.com/course/2016-07/07/49935b4bd3963aec3e94ddeb75fbac83.jpg,http://chuanke.baidu.com/4242218-139425.html,450,computer
218,[Java]Java基础视频教程（最适合初学者入门）,http://ckimg.baidu.com/course/2014-12/30/493c24c69511abdccd50cc58a86f0e7d.jpg,http://chuanke.baidu.com/1867921-123914.html,1,computer
219,Java编程基础,http://ckimg.baidu.com/course/2014-12/12/df59bbc97b697c2427ea79676da2efc3.jpg,http://chuanke.baidu.com/1018455-120102.html,228,computer
220,java基础精讲-拓薪教育,http://ckimg.baidu.com/course/2017-01/17/9152ae0fb84cb116225f6dadc9088b26.jpg,http://chuanke.baidu.com/4105055-161063.html,230,computer
221,2016年末最新Java入门课程：24小时速成Java,http://ckimg.baidu.com/course/2016-10/20/28a9a1e962121428cd5cf2cd26b34381.jpg,http://chuanke.baidu.com/3501007-197571.html,89,computer
222,Java学习指南① 快速入门,http://ckimg.baidu.com/course/2017-10/10/02bdb6346bd5b34f75d53d3472bc7101.jpg,http://chuanke.baidu.com/4509752-228181.html,233,computer
223,【动力节点Java夜校】Java基础视频教程精彩选集,http://ckimg.baidu.com/course/2018-01/19/1e238f65d02647e39507ce526321018d.jpg,http://chuanke.baidu.com/3004435-247217.html,50,computer
224,动力节点2018最新Java夜校视频教程,http://ckimg.baidu.com/course/2018-01/12/ee4244aabc633caf1b985b2c40f25eea.jpg,http://chuanke.baidu.com/3004435-246816.html,383,computer
225,2018最新Java零基础视频教程_动力节点Java学院,http://ckimg.baidu.com/course/2017-12/22/f878e72c209d462d06e087bc82af0314.jpg,http://chuanke.baidu.com/3004435-245408.html,146,computer
226,Redis视频教程_动力节点Java学院,http://ckimg.baidu.com/course/2017-11/28/627d72397f45a7501cd6cedcee4be96b.jpg,http://chuanke.baidu.com/3004435-243169.html,289,computer
227,动力节点最新JavaSE零基础视频教程,http://ckimg.baidu.com/course/2017-11/29/28e1f060d20d81912bae010a63d23e3a.jpg,http://chuanke.baidu.com/3004435-243273.html,384,computer
228,Java视频_Ajax视频教程,http://ckimg.baidu.com/course/2017-11/28/b98d243356fbf9bea0e8eba3651a25fe.jpg,http://chuanke.baidu.com/3004435-243114.html,232,computer
229,Linux视频教程_从入门到精通,http://ckimg.baidu.com/course/2017-11/28/601eda5a084d0714f9eb581d275fdf4c.jpg,http://chuanke.baidu.com/3004435-243118.html,240,computer
230,SVN视频教程_动力节点Java学院,http://ckimg.baidu.com/course/2017-11/28/8fb3140b7a5881a74eed2fb859f23ce1.jpg,http://chuanke.baidu.com/3004435-243166.html,299,computer
231,Java基础教程视频课程,http://ckimg.baidu.com/course/2017-11/23/0a9668712bb5be1f70044a1f0c8f1b52.jpg,http://chuanke.baidu.com/8210500-242475.html,229,computer
232,java进阶教程4天精通Spring框架开发,http://ckimg.baidu.com/course/2017-09/20/446a6c4b8b219d3eb87490158880413a.jpg,http://chuanke.baidu.com/1867921-235983.html,231,computer
233,张晨光_Spring整合Mybatis,http://ckimg.baidu.com/course/2017-10/29/9da4336e5054827f4f72db7f8974097d.jpg,http://chuanke.baidu.com/3328393-239752.html,630,computer
234,极客营-jQuery使用与源码解读,http://ckimg.baidu.com/course/2017-11/14/096eb77d65314fed60c7cf4fea75df8a.jpg,http://chuanke.baidu.com/9170898-241245.html,434,computer
235,Java英语红宝书视频课程,http://ckimg.baidu.com/course/2017-10/31/526c355e05aa476b48d1ecd528170cd7.jpg,http://chuanke.baidu.com/9289073-239866.html,234,computer
236,免费试听之建筑面积新旧规范对照实例讲解,http://ckimg.baidu.com/course/2018-02/10/5737e4a317f9504270f06cf6304a6755.jpg,http://chuanke.baidu.com/3202212-247862.html,486,construction
237,2018年bim工程师《项目管理》课程,http://ckimg.baidu.com/course/2018-01/22/5ddecc38d1e85f7789c2911e3151d19b.jpg,http://chuanke.baidu.com/7816190-247322.html,114,construction
238,2018年bim工程师《技术概论》课程,http://ckimg.baidu.com/course/2018-01/22/b8c6b513ff23dffda0223558928c1521.jpg,http://chuanke.baidu.com/7816190-247320.html,113,construction
239,2018年安全工程师《管理课程》集训,http://ckimg.baidu.com/course/2018-01/22/bf8cb63361c6582bb59948208ec6ad2f.jpg,http://chuanke.baidu.com/7816190-247306.html,118,construction
240,2018年安全工程师《安工法规》集训,http://ckimg.baidu.com/course/2018-01/22/fae39f9efb1ed445651f7eadb0e69010.jpg,http://chuanke.baidu.com/7816190-247311.html,115,construction
241,2018年安全工程师《安全生产技术》集训,http://ckimg.baidu.com/course/2018-01/22/0740e7afbf2e4ab0de78845b7682dcfe.jpg,http://chuanke.baidu.com/7816190-247305.html,116,construction
242,2018年安全工程师《安全生产相关法律法规知识》精讲,http://ckimg.baidu.com/course/2018-01/22/967f8f0452347e08213131ca61296ce9.jpg,http://chuanke.baidu.com/7816190-247315.html,117,construction
243,2018年造价工程师《造价管理》基础课,http://ckimg.baidu.com/course/2018-01/20/04e1fe95f26adb5f2b431fc9b145d10a.jpg,http://chuanke.baidu.com/7816190-247229.html,139,construction
244,2018年造价工程师《安装计量》基础课,http://ckimg.baidu.com/course/2018-01/20/d7e416611565403fcd1b7685acbc18b2.jpg,http://chuanke.baidu.com/7816190-247232.html,137,construction
245,2018年造价工程师《造价管理》真题解析,http://ckimg.baidu.com/course/2018-01/20/5dff10d08a8ea93438c82a24843ada18.jpg,http://chuanke.baidu.com/7816190-247235.html,140,construction
246,2018年造价工程师《土建计量》真题解析,http://ckimg.baidu.com/course/2018-01/20/1412d75eb6b72a8327706d3f5f74dbc5.jpg,http://chuanke.baidu.com/7816190-247236.html,138,construction
247,2018年一级建造师《市政公用管理与实务》真题解析,http://ckimg.baidu.com/course/2018-01/19/5d3b86c70b4793abf02a55e3e3b610f5.jpg,http://chuanke.baidu.com/7816190-247218.html,127,construction
248,2018年一级建造师《工程经济》基础课,http://ckimg.baidu.com/course/2018-01/19/2fc6cccc99a7babdf93081857fd9cf67.jpg,http://chuanke.baidu.com/7816190-247204.html,122,construction
249,2018年一级建造师《相关法规课程》基础课,http://ckimg.baidu.com/course/2018-01/19/053380322d158802b7512c4f5e253a7b.jpg,http://chuanke.baidu.com/7816190-247208.html,129,construction
250,2018年一级建造师《通信广电项目施工管理》教材强化,http://ckimg.baidu.com/course/2018-01/19/0fe24ba3f0ad5d66e17a30358ca96237.jpg,http://chuanke.baidu.com/7816190-247194.html,128,construction
251,2018年一级建造师《建设工程经济》真题解析,http://ckimg.baidu.com/course/2018-01/19/6d4ba2c261555cc009c77fd12a80eec4.jpg,http://chuanke.baidu.com/7816190-247211.html,124,construction
252,2018年一级建造师《法规》教材 强化,http://ckimg.baidu.com/course/2018-01/19/5e1853dfbfb528f99650b1446ca161fc.jpg,http://chuanke.baidu.com/7816190-247185.html,121,construction
253,2018年一级建造师《公路工程管理与实务》教材强化,http://ckimg.baidu.com/course/2018-01/19/f663e6b1252715960e4bb170bbe8a42a.jpg,http://chuanke.baidu.com/7816190-247186.html,123,construction
254,2018年一级建造师《建设工程项目管理》真题解析,http://ckimg.baidu.com/course/2018-01/19/2509e8136eb3b5cdae1c7a4be88cc478.jpg,http://chuanke.baidu.com/7816190-247212.html,125,construction
255,2018年一级建造师《建筑实务》教材强化,http://ckimg.baidu.com/course/2018-01/19/f50918dfbb0395168c7f9b03f6a3f84b.jpg,http://chuanke.baidu.com/7816190-247202.html,126,construction
256,CFA CHARTER申请流程免费讲座,http://ckimg.baidu.com/course/2017-12/20/e9753e43bf7b2590ca19819e5e9b995d.jpg,http://chuanke.baidu.com/7413613-245202.html,183,financial
257,CFA一二三级伦理道德概述,http://ckimg.baidu.com/course/2017-12/20/e9753e43bf7b2590ca19819e5e9b995d.jpg,http://chuanke.baidu.com/7413613-245192.html,184,financial
258,2018年6月CFA二级高效复习策略,http://ckimg.baidu.com/course/2017-12/13/7d26be197b21458b4547525b92204d13.jpg,http://chuanke.baidu.com/8152691-244678.html,112,financial
259,2018年银行招考《金融学》导学班课程--薛老师,http://ckimg.baidu.com/course/2017-11/05/d098df2e7044a0a004020afeadcee3c1.jpg,http://chuanke.baidu.com/7788071-240394.html,134,financial
260,2018银行招聘考试《法律专业知识》系统精讲班课程--耿老师,http://ckimg.baidu.com/course/2017-11/05/abfecb2772641f54347afe16e779f01e.jpg,http://chuanke.baidu.com/7788071-240388.html,145,financial
261,2018年银行招考《市场营销+管理》导学班课程--郜老师,http://ckimg.baidu.com/course/2017-11/05/94d42c1fcd99b2133981e7296d919bbf.jpg,http://chuanke.baidu.com/7788071-240412.html,136,financial
262,2018年银行招考《经济学》导学班课程--郜老师,http://ckimg.baidu.com/course/2017-11/05/bc4126af1ff3d42b101eb9d0b3803be1.jpg,http://chuanke.baidu.com/7788071-240398.html,135,financial
263,2018年银行招考《市场营销+管理》导学班课程--郜老师,http://ckimg.baidu.com/course/2017-11/05/87eae7d91e754188bfd2702e4f037f75.jpg,http://chuanke.baidu.com/7788071-240413.html,136,financial
264,2018银行招考《金融学》导学班课程--薛老师,http://ckimg.baidu.com/course/2017-11/05/1bdf6037ee6e1a04876c3b9328856b6c.jpg,http://chuanke.baidu.com/7788071-240392.html,144,financial
265,2018年银行招考《法律》导学班课程--薛老师,http://ckimg.baidu.com/course/2017-11/05/68537f3d8a82bda511bf8d10485f61a0.jpg,http://chuanke.baidu.com/7788071-240406.html,131,financial
266,2018年银行招考《计算机》导学班课程--王老师,http://ckimg.baidu.com/course/2017-11/05/3d293b05a0dfb9f04ff88f3cae682437.jpg,http://chuanke.baidu.com/7788071-240411.html,133,financial
267,2018年银行招考《计算机》导学班课程--王老师,http://ckimg.baidu.com/course/2017-11/05/7dea0446e620bd602ce12dd168375892.jpg,http://chuanke.baidu.com/7788071-240408.html,133,financial
268,2018年银行招考《计算机》导学班课程--王老师,http://ckimg.baidu.com/course/2017-11/05/9efa615c64d0f62e40336338ba39029c.jpg,http://chuanke.baidu.com/7788071-240407.html,133,financial
269,2018银行招考《法律》导学班课程--薛老师,http://ckimg.baidu.com/course/2017-11/05/64f04a0178063273b2f86078408e93e3.jpg,http://chuanke.baidu.com/7788071-240405.html,142,financial
270,2018年银行招考《EPI》导学班课程--魏老师,http://ckimg.baidu.com/course/2017-11/05/97285c20abacb447e1123dcfc0ebf675.jpg,http://chuanke.baidu.com/7788071-240404.html,130,financial
271,2018银行招考《EPI》导学班课程--魏老师,http://ckimg.baidu.com/course/2017-11/05/756a6881695f251bec216f959fcf5023.jpg,http://chuanke.baidu.com/7788071-240403.html,141,financial
272,2018年银行招考《会计学》导学班课程--邓老师,http://ckimg.baidu.com/course/2017-11/05/38afaf28fea17992854de0e66e7725a2.jpg,http://chuanke.baidu.com/7788071-240401.html,132,financial
273,2018年银行招考《会计学》导学班课程--邓老师,http://ckimg.baidu.com/course/2017-11/05/25c045192a6e7a0cafabedbc5336e32c.jpg,http://chuanke.baidu.com/7788071-240400.html,132,financial
274,2018银行招考《会计学》导学班课程--邓老师,http://ckimg.baidu.com/course/2017-11/05/16535989a900f4548e916e0b16503683.jpg,http://chuanke.baidu.com/7788071-240399.html,143,financial
275,2018年银行招考《经济学》导学班课程--郜老师,http://ckimg.baidu.com/course/2017-11/05/fe58f4df012030212f621301236d5bd9.jpg,http://chuanke.baidu.com/7788071-240397.html,135,financial
276,考研政治辅导,http://ckimg.baidu.com/course/2018-02/11/8389e06e6067c493643e33a3cabe32d7.jpg,http://chuanke.baidu.com/8519350-247873.html,449,exam
277,电路原理电路理论基础【全60讲】,http://ckimg.baidu.com/course/2018-01/04/4941afd468ec0abd5ccd6d044e941eeb.jpg,http://chuanke.baidu.com/7722741-246388.html,380,exam
278,疯狂巧记全程班-董卫中老师-主讲护士资格证考试-体验课,http://ckimg.baidu.com/course/2018-01/02/9c6a7c585018cd4995f5c6c5d8c32885.jpg,http://chuanke.baidu.com/8460277-246016.html,401,exam
279,启航考研张宇数学高数基础班,http://ckimg.baidu.com/course/2017-12/14/d4f6b3a7d6a4612022f5c3d04663d9d5.jpg,http://chuanke.baidu.com/2844812-244820.html,504,exam
280,2019年复旦大学心理学考研院校解读-力比多学院应用心理学辅导,http://ckimg.baidu.com/course/2017-12/18/f0984f5750a24b3355f74bc41c986c66.jpg,http://chuanke.baidu.com/1613929-245011.html,148,exam
281,19年首都师范大学心理学考研院校解读-力比多学院应用心理学辅导,http://ckimg.baidu.com/course/2017-12/18/04d40f5e489b1cc31a7508d7ee167e97.jpg,http://chuanke.baidu.com/1613929-245015.html,74,exam
282,19年华东师范大学心理学考研院校解读-力比多学院应用心理学辅导,http://ckimg.baidu.com/course/2017-12/18/7795a0faed9da343e4f2751db13cb8f2.jpg,http://chuanke.baidu.com/1613929-245014.html,73,exam
283,19年中国科学院大学心理学考研院校情报-力比多学院中科院辅导,http://ckimg.baidu.com/course/2017-12/12/5b3dfb3ae8403800dcf4d07095ce7a14.jpg,http://chuanke.baidu.com/1613929-244590.html,82,exam
284,19年北京大学心理学考研院校解读及规划-力比多学院北大应用心理,http://ckimg.baidu.com/course/2017-12/12/c8c0dbd186cd775b3c53927ae0656e5f.jpg,http://chuanke.baidu.com/1613929-244587.html,72,exam
285,启航考研试听专区,http://ckimg.baidu.com/course/2017-12/11/a4e3ea410230a46516cc7b0f84d8a179.jpg,http://chuanke.baidu.com/2844812-244482.html,503,exam
286,心理学就业前景与专业选择之心理咨询师-力比多学院心理学就业,http://ckimg.baidu.com/course/2017-12/09/5210974fc3e0e003413721b77a50e71e.jpg,http://chuanke.baidu.com/1613929-244368.html,598,exam
287,2019年北京师范大学心理学考研应用心理院校情报及备考规划,http://ckimg.baidu.com/course/2017-12/09/d2a8a2e0a1daf66764de89932b925386.jpg,http://chuanke.baidu.com/1613929-244367.html,147,exam
288,19年心理学考研心理测量学辅导视频-力比多学院应用心理学考研,http://ckimg.baidu.com/course/2017-12/02/0b673794364abf00089bca9a3d253227.jpg,http://chuanke.baidu.com/1613929-243574.html,81,exam
289,19年心理学考研实验心理学辅导视频-力比多学院应用心理学考研,http://ckimg.baidu.com/course/2017-12/02/19d6fb17d94857b7edbed7e6f4af2fc5.jpg,http://chuanke.baidu.com/1613929-243571.html,80,exam
