,course_name,picture_link,course_link,itemid,category
290,19年心理学考研人格心理学辅导视频-力比多学院应用心理考研辅导,http://ckimg.baidu.com/course/2017-12/02/43f697ca32713004414ae99c738da822.jpg,http://chuanke.baidu.com/1613929-243570.html,79,exam
291,19年心理学考研变态心理学辅导课程-力比多学院应用心理考研,http://ckimg.baidu.com/course/2017-12/02/da48ad9d90966cc3b302507b71f6a598.jpg,http://chuanke.baidu.com/1613929-243572.html,75,exam
292,19年心理学考研教育心理学辅导视频-力比多学院应用心理学考研,http://ckimg.baidu.com/course/2017-12/02/20e1ae067aadf7d8ba852c832bf7eee5.jpg,http://chuanke.baidu.com/1613929-243569.html,77,exam
293,2019年心理学考研经验及备考心理学注意事项-力比多学院辅导,http://ckimg.baidu.com/course/2017-12/02/44d39a4f9221a49d915e171cb00d82cb.jpg,http://chuanke.baidu.com/1613929-243568.html,149,exam
294,19年心理学考研临床与咨询心理学辅导视频-力比多学院libidos.cn,http://ckimg.baidu.com/course/2017-12/02/4867214650d1e5a571e0f232fae37661.jpg,http://chuanke.baidu.com/1613929-243573.html,78,exam
295,19年心理学考研管理心理学辅导视频-力比多学院应用心理考研导学,http://ckimg.baidu.com/course/2017-12/02/20ac6010ac9c2ea26ca8ad72eaea7095.jpg,http://chuanke.baidu.com/1613929-243567.html,76,exam
296,史上最牛的Linux视频教程,http://ckimg.baidu.com/course/2014-09/01/23de51af4d0da740df8444937246079a.jpg,http://chuanke.baidu.com/1344269-110228.html,550,computer
297,0基础学 Linux,http://ckimg.baidu.com/course/2018-02/02/cc5008356c457aa652f94999eecaef93.jpg,http://chuanke.baidu.com/5672889-247588.html,65,computer
298,极客营-零基础学习linux操作系统,http://ckimg.baidu.com/course/2017-11/06/377d47109208213e1f4577dad667fe6a.jpg,http://chuanke.baidu.com/9170898-240100.html,435,computer
299,Linux基础,http://ckimg.baidu.com/course/2017-09/22/9f92d7b6895b6c63c193974d3af46f36.jpg,http://chuanke.baidu.com/9124676-236315.html,238,computer
300,Linux服务器运维,http://ckimg.baidu.com/course/2017-09/21/db6d3761c7131a0fd2356515c7fc600d.jpg,http://chuanke.baidu.com/6844811-236119.html,237,computer
301,零基础学Linux操作系统,http://ckimg.baidu.com/course/2012-08/26/de5203306def6b908039bb8cbfc73b51.jpg,http://chuanke.baidu.com/1018455-83413.html,465,computer
302,快速学习TCP IP,http://ckimg.baidu.com/course/2017-09/05/3bc19cc799d5927f81dfeff9da553b2e.jpg,http://chuanke.baidu.com/7633626-234152.html,453,computer
303,大数据Linux教程,http://ckimg.baidu.com/course/2017-09/01/95cbe532e455b923f0d10910de1bd2fa.jpg,http://chuanke.baidu.com/7848772-233520.html,340,computer
304,【51CTO学院】实战微课-轻松教你学会 notepad++软件使用,http://ckimg.baidu.com/course/2017-09/20/49d3fb5d99ac9cf0efc9926e5f827563.jpg,http://chuanke.baidu.com/1953475-234140.html,37,computer
305,【51CTO学院】实战微课-轻松带你学会运维人员word必知必会优化,http://ckimg.baidu.com/course/2017-09/20/f872ae0969a3692a8e06b4db274bbe9c.jpg,http://chuanke.baidu.com/1953475-234143.html,36,computer
306,【51CTO学院】实战微课-如何快速修复故障的文件系统,http://ckimg.baidu.com/course/2017-09/19/5ede096ac46c252eb5343eabf693bbe4.jpg,http://chuanke.baidu.com/1953475-234125.html,38,computer
307,【51CTO学院】实战微课-5分钟手把手带你学会Linux大绝招,http://ckimg.baidu.com/course/2017-09/05/60692724f1e1c450a38a30e0e0cc327b.jpg,http://chuanke.baidu.com/1953475-234127.html,33,computer
308,【51CTO学院】实战微课 -picpick截图绘图软件使用-优化,http://ckimg.baidu.com/course/2017-09/20/d4a2b7884de89eb023a6ffb678781c66.jpg,http://chuanke.baidu.com/1953475-234142.html,40,computer
309,实战微课-轻松教你学会picpick截图绘图软件使用-绘图实战,http://ckimg.baidu.com/course/2017-09/20/ca17970ba7253139a634b8d6a9828cc1.jpg,http://chuanke.baidu.com/1953475-234141.html,546,computer
310,80分钟教你快速当上论坛站长,http://ckimg.baidu.com/course/2017-08/25/3c9a57e6c469627fabb9a755c9ba4e67.jpg,http://chuanke.baidu.com/7633626-232819.html,158,computer
311,大数据,http://ckimg.baidu.com/course/2017-08/03/3b271113534c37cfdf09441f804f0e4d.jpg,http://chuanke.baidu.com/8611832-230220.html,338,computer
312,从菜鸟到大师的H3C之路,http://ckimg.baidu.com/course/2017-08/25/9c995e06a303607ceab06337fe22d707.jpg,http://chuanke.baidu.com/7633626-232821.html,328,computer
313,兄弟连Linux视频教程linux入门到精通linuxShell编程教程,http://ckimg.baidu.com/course/2017-06/15/712fdc0864a36110a1379c8b7f66c54a.jpg,http://chuanke.baidu.com/1344269-224754.html,605,computer
314,兄弟连Linux视频教程linux入门Linux网络基础-DHCP服务器原理,http://ckimg.baidu.com/course/2017-06/16/83b5c82f604f3ed751b67c4853cadcd8.jpg,http://chuanke.baidu.com/1344269-224884.html,603,computer
315,兄弟连Linux视频教程linux入门Linux网络基础-SSH服务-SSH简介,http://ckimg.baidu.com/course/2017-06/16/83b5c82f604f3ed751b67c4853cadcd8.jpg,http://chuanke.baidu.com/1344269-224881.html,604,computer
316,考官最爱雅思口语考试新题答案,http://ckimg.baidu.com/course/2018-02/06/1f9dcf56133756af8687afe4b9804713.jpg,http://chuanke.baidu.com/7742796-247761.html,448,exam
317,《美国数学竞赛指南》-数论基础知识,http://ckimg.baidu.com/course/2017-11/21/4de20ccb9ebc5d8383363970c32e5e65.jpg,http://chuanke.baidu.com/5852292-242202.html,18,exam
318,《美国数学竞赛指南》- 几何基础知识,http://ckimg.baidu.com/course/2017-11/21/4de20ccb9ebc5d8383363970c32e5e65.jpg,http://chuanke.baidu.com/5852292-242200.html,16,exam
319,《美国数学竞赛指南》-组合基础知识,http://ckimg.baidu.com/course/2017-11/21/4de20ccb9ebc5d8383363970c32e5e65.jpg,http://chuanke.baidu.com/5852292-242204.html,19,exam
320,老马雅思写作七分从入门到精通,http://ckimg.baidu.com/course/2017-11/15/a51c81a8324163dece43a1961639fbd6.jpg,http://chuanke.baidu.com/7202725-241409.html,456,language
321,100留学雅思听力教学视频,http://ckimg.baidu.com/course/2017-11/06/b2516c0679353f65a2d26234a4758200.jpg,http://chuanke.baidu.com/7742796-240556.html,69,language
322,《美国数学竞赛指南》-代数基础知识,http://ckimg.baidu.com/course/2017-10/27/4de20ccb9ebc5d8383363970c32e5e65.jpg,http://chuanke.baidu.com/5852292-239541.html,17,language
323,跳过老板谈成案子，他说互联网营销应该这样玩！,http://ckimg.baidu.com/course/2017-08/16/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-231740.html,573,language
324,美国老师教你如何备战托福听力 TOEFL iBT 全英文讲解,http://ckimg.baidu.com/course/2017-08/07/1adc3a0f47edb1023d8aa36aed796c5b.jpg,http://chuanke.baidu.com/3080360-230549.html,483,language
325,托福阅读真题解析,http://ckimg.baidu.com/course/2017-07/24/abf64c0cdf1abb5e8ec10dc4e3b5f581.jpg,http://chuanke.baidu.com/2954808-229146.html,577,language
326,托福阅读九大题型精讲 真题精讲 全是干货  首课免费,http://ckimg.baidu.com/course/2017-05/25/987528da1881dc925b81fe4726071041.jpg,http://chuanke.baidu.com/2792544-222937.html,576,language
327,雅思口语评分标准,http://ckimg.baidu.com/course/2017-05/18/6a88f541545fb33fa94709689760919e.jpg,http://chuanke.baidu.com/8107179-222265.html,609,language
328,新ACT写作精讲课 首课免费 (试听课)  评分标准,http://ckimg.baidu.com/course/2017-05/24/319436484afbc435f088d4e201d418a5.jpg,http://chuanke.baidu.com/2792544-222860.html,599,language
329,雅思写作评分标准,http://ckimg.baidu.com/course/2017-05/18/6a88f541545fb33fa94709689760919e.jpg,http://chuanke.baidu.com/8107179-222266.html,611,language
330,雅思阅读评分标准,http://ckimg.baidu.com/course/2017-05/18/6a88f541545fb33fa94709689760919e.jpg,http://chuanke.baidu.com/8107179-222264.html,613,language
331,雅思阅读精讲,http://ckimg.baidu.com/course/2017-04/29/98ef3832e4529ef7c742b8debb598424.jpg,http://chuanke.baidu.com/8291882-220636.html,612,language
332,AP化学FRQ选讲,http://ckimg.baidu.com/course/2017-04/24/66c84ccdeb7db17fdb74552c028269a9.jpg,http://chuanke.baidu.com/8536917-220247.html,174,exam
333,AP微积分极限和连续,http://ckimg.baidu.com/course/2017-04/18/4872ab158d225dbbd620d1b0470dcb6f.jpg,http://chuanke.baidu.com/8291882-219562.html,175,exam
334,sat chemistry,http://ckimg.baidu.com/course/2017-04/22/de279b49efa109ab5fc6c8e2f96b824d.jpg,http://chuanke.baidu.com/8536917-220062.html,292,exam
335,雅思口语一分钟准备技巧-人物话题描述,http://ckimg.baidu.com/course/2017-04/04/386f20a1855f4c675b8ae433aafb6301.jpg,http://chuanke.baidu.com/7704976-218259.html,610,language
336,游学美国从零开始 Education of the United States,http://ckimg.baidu.com/course/2017-12/16/96bcdae6895ebf2bbfa0f334b08237f3.jpg,http://chuanke.baidu.com/6689095-244545.html,625,language
337,美国留学如何降低生活成本,http://ckimg.baidu.com/course/2017-11/08/1a4265349afa00683291a6f9d0a2f5fb.jpg,http://chuanke.baidu.com/7108588-240815.html,484,language
338,2017年技术移民签证有哪些变化,http://ckimg.baidu.com/course/2017-10/27/122e36c320342defa90ce46c72a0f2e0.jpg,http://chuanke.baidu.com/7108588-239614.html,109,language
339,去美国如何使用银行卡,http://ckimg.baidu.com/course/2017-10/27/bbe5ebce00b3716c032776b7776b8994.jpg,http://chuanke.baidu.com/7108588-239542.html,509,language
340,关于加拿大COA高中介绍,http://ckimg.baidu.com/course/2017-09/25/89662f5406c0a30637a88e08b7290f07.jpg,http://chuanke.baidu.com/6512499-236490.html,416,language
341,柳橙网：留学行前指导,http://ckimg.baidu.com/course/2017-07/18/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-228501.html,470,language
342,名校来了—新西兰排名第一 奥克兰大学为什么这么牛？,http://ckimg.baidu.com/course/2017-06/28/fa26d8a92e57f6215724c5d075346c64.jpg,http://chuanke.baidu.com/7964178-225853.html,492,language
343,名校来了—综合就业能力最强，奥克兰大学毕业生备受青睐,http://ckimg.baidu.com/course/2017-06/28/41905c276cc722070ab5e3237bd60dd7.jpg,http://chuanke.baidu.com/7964178-225852.html,493,language
344,澳洲留学大讲堂—IDP第70届世界名校咨询会 百所名校零距离,http://ckimg.baidu.com/course/2017-06/19/ffc6bd4634ad4953398c41620701e97d.jpg,http://chuanke.baidu.com/7964178-225151.html,311,language
345,柳橙网：留学申请材料之推荐信的准备要点,http://ckimg.baidu.com/course/2017-06/12/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-224438.html,476,language
346,柳橙网：留学申请材料之ps的准备要点,http://ckimg.baidu.com/course/2017-06/12/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-224436.html,472,language
347,柳橙网：留学申请材料之学位证与毕业证的准备要点,http://ckimg.baidu.com/course/2017-06/12/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-224444.html,477,language
348,柳橙网：留学申请材料之在读证明的准备要点,http://ckimg.baidu.com/course/2017-06/12/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-224445.html,478,language
349,柳橙网：留学申请材料之CV的准备要点,http://ckimg.baidu.com/course/2017-06/12/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-224443.html,471,language
350,柳橙网：留学申请材料之公证件的准备要点,http://ckimg.baidu.com/course/2017-06/12/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-224433.html,475,language
351,柳橙网：留学申请材料之成绩单的准备要点,http://ckimg.baidu.com/course/2017-06/12/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-224429.html,473,language
352,柳橙网：留学申请材料之工作与实习证明开具要点,http://ckimg.baidu.com/course/2017-06/12/caf1293cc6bda24d381f8d7690d889cf.jpg,http://chuanke.baidu.com/8721613-224427.html,474,language
353,名校来了—澳移民局主任亲授 细述达尔文市的前世今生,http://ckimg.baidu.com/course/2017-06/02/24c4771383e0e6000a7defb003e863c6.jpg,http://chuanke.baidu.com/7964178-223566.html,489,language
354,名校来了—查尔斯达尔文大学热门专业介绍—生理与临床专业,http://ckimg.baidu.com/course/2017-06/02/72208c0ab0dbe7bb675b8f5ea34e960c.jpg,http://chuanke.baidu.com/7964178-223564.html,490,language
355,名校来了—查尔斯达尔文大学商学院优势 CPA认证 大把实习,http://ckimg.baidu.com/course/2017-06/02/06be8ad2f947398c5ef6ad3515ccd90e.jpg,http://chuanke.baidu.com/7964178-223562.html,491,language
356,Android安卓零基础开发实战经典,http://ckimg.baidu.com/course/2016-12/23/47f12fb1fecba574a885f8e0590bdd8f.jpg,http://chuanke.baidu.com/1018455-164995.html,162,computer
357,最实用的IOS开发课程,http://ckimg.baidu.com/course/2015-05/22/263ee35198b811f3b8b704367a8b9974.jpg,http://chuanke.baidu.com/1899056-138849.html,648,computer
358,H5 App 实战案例教程汇总（WeX5基础教程）,http://ckimg.baidu.com/course/2017-03/31/6733bf59f11d1b19fdbfa6fdfa1befdb.jpg,http://chuanke.baidu.com/5628113-208676.html,214,computer
359,第76期百度技术沙龙——探秘百度移动应用质量管理与数据统计,http://ckimg.baidu.com/course/2017-12/28/941c4a2ca6b006185ac0fd0c7e572aa8.jpg,http://chuanke.baidu.com/1985705-245755.html,372,computer
360,XSDK功能演示,http://ckimg.baidu.com/course/2017-12/05/a23a00f6796b4d28174a3fa696f0dafb.jpg,http://chuanke.baidu.com/2869716-243838.html,306,computer
361,Android开发入门基础教程,http://ckimg.baidu.com/course/2017-11/17/5d699ac114a1b5f5024e6aa1ee9fc907.jpg,http://chuanke.baidu.com/9054915-241771.html,168,computer
362,Android高级,http://ckimg.baidu.com/course/2017-10/27/44818c8c1791480cf42e0a26ddfc6e50.jpg,http://chuanke.baidu.com/8655333-239569.html,163,computer
363,2小时MUI快速开发“源码日报”APP,http://ckimg.baidu.com/course/2017-11/10/4e56a626dd597d35b13171985f7e92b3.jpg,http://chuanke.baidu.com/5847462-240944.html,150,computer
364,Android之商城项目,http://ckimg.baidu.com/course/2017-10/08/44818c8c1791480cf42e0a26ddfc6e50.jpg,http://chuanke.baidu.com/8655333-237437.html,171,computer
365,iOS之swift基础,http://ckimg.baidu.com/course/2017-10/25/b13900c6cabb9435298168f738f4a830.jpg,http://chuanke.baidu.com/9054915-239303.html,227,computer
366,Android之数据库,http://ckimg.baidu.com/course/2017-10/10/dfe4db8bcd1e0b7255661b9261f4af42.jpg,http://chuanke.baidu.com/8655333-237586.html,172,computer
367,Android之网盘项目,http://ckimg.baidu.com/course/2017-10/08/44818c8c1791480cf42e0a26ddfc6e50.jpg,http://chuanke.baidu.com/8655333-237438.html,173,computer
368,Android基础之javaweb基础,http://ckimg.baidu.com/course/2017-10/06/721abbea7fdf250952af5722d5c53e67.jpg,http://chuanke.baidu.com/8655333-237348.html,166,computer
369,Android基础之应用语言基础,http://ckimg.baidu.com/course/2017-10/05/538d2b6236402d273409437713be0787.jpg,http://chuanke.baidu.com/8655333-237315.html,167,computer
370,Android用户界面基础,http://ckimg.baidu.com/course/2017-09/18/343520e8b6ad15be1beaa868b7af8a10.jpg,http://chuanke.baidu.com/5189664-235726.html,170,computer
371,Android数据存储,http://ckimg.baidu.com/course/2017-09/19/f6806e2405353d56a64e861420438856.jpg,http://chuanke.baidu.com/5189664-235835.html,169,computer
372,Android核心组件—Service,http://ckimg.baidu.com/course/2017-09/19/f15684a3632abceb54cb5321ec10e14f.jpg,http://chuanke.baidu.com/5189664-235829.html,165,computer
373,Android核心组件—BroadcastReceiver,http://ckimg.baidu.com/course/2017-09/19/a970796416e6b9feee6afcdef68c997d.jpg,http://chuanke.baidu.com/5189664-235845.html,164,computer
374,iOS核心设计模式,http://ckimg.baidu.com/course/2017-09/18/85fb7bb3f05a20b67517c32888acd43d.jpg,http://chuanke.baidu.com/5189664-235712.html,226,computer
375,移动互联网概论 主讲人：徐慧,http://ckimg.baidu.com/course/2017-09/21/b500a31fc56fac0ceaa03a753809fde3.jpg,http://chuanke.baidu.com/6697189-236101.html,616,computer
376,PHP2小时超音速入门课,http://ckimg.baidu.com/course/2014-06/25/855a09f4e8d1ba319521da7da1bf0f3d.jpg,http://chuanke.baidu.com/1018455-97358.html,263,computer
377,PHP php PHP 实战进阶教程,http://ckimg.baidu.com/course/2018-03/01/fefedfdc565227465cda5226ac25c577.jpg,http://chuanke.baidu.com/1018455-248092.html,262,computer
378,php视频教程,http://ckimg.baidu.com/course/2015-09/24/ebe0970bf6a9500953e474eeebbd2d8b.jpg,http://chuanke.baidu.com/2410042-150918.html,269,computer
379,ThinkCMF快速建站之模板开发,http://ckimg.baidu.com/course/2017-11/16/3ed23ca7b4d70ae87b04cf27a453cb34.jpg,http://chuanke.baidu.com/4472461-241676.html,300,computer
380,HTTPS协议-搭建安全站点,http://ckimg.baidu.com/course/2017-12/14/2318a6e185e789d3b8f99f5826f64c60.jpg,http://chuanke.baidu.com/5847462-244815.html,225,computer
381,PHP大神养成计划之崭露头角,http://ckimg.baidu.com/course/2017-12/14/9643ae08a7d551d8b40250eca8101244.jpg,http://chuanke.baidu.com/1867921-244739.html,266,computer
382,WEB前端游戏开发,http://ckimg.baidu.com/course/2017-11/30/53a8384dfaee956ec1dcd839887693f6.jpg,http://chuanke.baidu.com/6844811-243379.html,304,computer
383,Thinkphp5大型系列教程五模型篇,http://ckimg.baidu.com/course/2017-11/29/e03130d07967a4f75b6459bdae70d520.jpg,http://chuanke.baidu.com/2193670-243326.html,303,computer
384,PHP本地开发环境的搭建-PHP多版本切换,http://ckimg.baidu.com/course/2017-12/03/5fc990fd937a62dd9e78f73236af8a25.jpg,http://chuanke.baidu.com/6027737-243624.html,264,computer
385,ThinkPHP5.0框架开发,http://ckimg.baidu.com/course/2017-11/02/904eeeda9980dd159ce24714efceb249.jpg,http://chuanke.baidu.com/6844811-240096.html,302,computer
386,ajax实战开发,http://ckimg.baidu.com/course/2017-10/24/941c7d7e5a186f67b504ba7e60982134.jpg,http://chuanke.baidu.com/9177001-239216.html,161,computer
387,手把手教你用WAMP实战PHP,http://ckimg.baidu.com/course/2016-12/23/b9fd3ff7372b869082fa75c0882195c1.jpg,http://chuanke.baidu.com/1018455-133227.html,555,computer
388,数据可视化-让死板的数据会跳舞,http://ckimg.baidu.com/course/2017-10/18/47dbbf4f8b25440ef76e3c09fba21439.jpg,http://chuanke.baidu.com/5847462-238524.html,557,computer
389,PHP从入门到精通从基础到高级,http://ckimg.baidu.com/course/2017-10/12/bca06658cdb37f31631c0af06fad20a0.jpg,http://chuanke.baidu.com/1827213-237848.html,265,computer
390,PHP电商项目实战,http://ckimg.baidu.com/course/2017-09/08/b965d1cb673b27458a1a5082ad473871.jpg,http://chuanke.baidu.com/6844811-234597.html,267,computer
391,PHP之cookie的原理以及使用方法,http://ckimg.baidu.com/course/2017-11/08/b49af53ba22db073a22c18e564c90d0c.jpg,http://chuanke.baidu.com/5659343-236132.html,271,computer
392,ThinkPHP3.2项目实战,http://ckimg.baidu.com/course/2017-09/12/92d8b0181722544af983cbaa7eda38f0.jpg,http://chuanke.baidu.com/6844811-235064.html,301,computer
393,雪狐Vue(MVVM框架)组件化开发及Golang后台系统开发,http://ckimg.baidu.com/course/2017-09/17/ca702a24d50f3ba409ea8fa832da4acd.jpg,http://chuanke.baidu.com/2997675-235564.html,608,computer
394,PDO连接数据库的实战讲解,http://ckimg.baidu.com/course/2017-11/08/56fc10d67b382fa4cc1288fdf5c2451b.jpg,http://chuanke.baidu.com/5659343-235374.html,254,computer
395,PHP面试题实训,http://ckimg.baidu.com/course/2017-09/14/3d23054af4fe47b305de667170af056b.jpg,http://chuanke.baidu.com/6844811-235329.html,268,computer
396,python零基础入门10天搞定,http://ckimg.baidu.com/course/2016-06/16/41484db17a20314742b12b3915df6dbb.jpg,http://chuanke.baidu.com/4500746-178215.html,284,computer
397,KNN手写识别教程,http://ckimg.baidu.com/course/2018-01/10/e428741c0706027fb1dbd1b5eed40a9b.jpg,http://chuanke.baidu.com/5847462-246678.html,236,computer
398,Python全能自动化开发-基础入门,http://ckimg.baidu.com/course/2017-11/17/8caf4a7f4aafdb9efb775aba83f893e6.jpg,http://chuanke.baidu.com/2309244-241804.html,287,computer
399,python编码和文件读写,http://ckimg.baidu.com/course/2017-11/22/ce65dea9b57467d39a4716290f02ced0.jpg,http://chuanke.baidu.com/2933321-242263.html,279,computer
400,python代码结构和函数,http://ckimg.baidu.com/course/2017-11/22/fb9d9871adf7427913136bb2e3e1e12f.jpg,http://chuanke.baidu.com/2933321-242255.html,280,computer
401,python模块和面向对象编程,http://ckimg.baidu.com/course/2017-11/22/73c96f12248f881a8813cde3465e3012.jpg,http://chuanke.baidu.com/2933321-242259.html,286,computer
402,python零基础入门-python的数据类型和数据结构,http://ckimg.baidu.com/course/2017-11/20/d8c1c65f9113a5a1a13d63d7d6bbd2cf.jpg,http://chuanke.baidu.com/2933321-242068.html,283,computer
403,Matplotlib快速简明教程,http://ckimg.baidu.com/course/2017-11/22/19fd1374d0f7b7d8603fba180f9ef606.jpg,http://chuanke.baidu.com/2933321-242280.html,245,computer
404,凳子学院 Python全栈开发-语言基础,http://ckimg.baidu.com/course/2017-10/26/d1614b5b121148adf91e32d8209bf6b1.jpg,http://chuanke.baidu.com/9186166-239431.html,357,computer
405,凳子学院 Python全栈开发-web基础,http://ckimg.baidu.com/course/2017-10/26/7b87a9fc867f309f165bc341ce2e0b8f.jpg,http://chuanke.baidu.com/9186166-239447.html,355,computer
406,凳子学院 Python全栈开发-面向对象,http://ckimg.baidu.com/course/2017-10/26/b9223fd570c17681e6ea81f937172ff0.jpg,http://chuanke.baidu.com/9186166-239444.html,356,computer
407,凳子学院 Python全栈开发-语言介绍及环境搭建,http://ckimg.baidu.com/course/2017-10/25/2fa940e5e035cba5907b2406187089a3.jpg,http://chuanke.baidu.com/9186166-239363.html,358,computer
408,千锋重磅力作：python3基础编程视频教程,http://ckimg.baidu.com/course/2017-09/28/6a6deaaae495d7d89e0241add4e75d9d.jpg,http://chuanke.baidu.com/1373478-236876.html,508,computer
409,[Python]Python入门教程完整版[懂中文就能学会],http://ckimg.baidu.com/course/2017-09/05/140f323934c875d0fc68849207b3b3be.jpg,http://chuanke.baidu.com/1867921-234175.html,4,computer
410,Python零基础入门到实战精通,http://ckimg.baidu.com/course/2017-08/31/785366e259d2598755faf4961e7a9d80.jpg,http://chuanke.baidu.com/7257507-233499.html,285,computer
411,Python进阶视频Web服务器案例,http://ckimg.baidu.com/course/2017-09/19/5e3bd51df023deed9cdcbd9e4b1c7169.jpg,http://chuanke.baidu.com/1867921-235830.html,282,computer
412,[Python] Python教程scrapy爬虫框架,http://ckimg.baidu.com/course/2017-08/22/a7e0722639b6fec2fdfae3fe6f0b5f03.jpg,http://chuanke.baidu.com/1867921-232450.html,3,computer
413,Python系列课程之玩转自动化,http://ckimg.baidu.com/course/2017-09/20/ba2c1d5644700fde90b65ba8d78b8b3b.jpg,http://chuanke.baidu.com/8934806-236022.html,288,computer
414,如何系统地自学 Python？,http://ckimg.baidu.com/course/2017-06/22/5632db4fdb2446bec3a5ce27dbd58a64.jpg,http://chuanke.baidu.com/2309244-225415.html,528,computer
415,Python基础课程第一期（简单易懂）【赤水教育】,http://ckimg.baidu.com/course/2017-09/22/daf82769d79d7c2f7de9e2f774e7989a.jpg,http://chuanke.baidu.com/4886987-231362.html,281,computer
416,技术类岗位职责,http://ckimg.baidu.com/course/2016-03/22/2281546c6dd2597f4a34042add594554.jpg,http://chuanke.baidu.com/2889565-168375.html,438,job
417,产品类岗位职责,http://ckimg.baidu.com/course/2016-03/22/9c9ba9ca4094070cd9570ac42ce6e298.jpg,http://chuanke.baidu.com/2889565-168377.html,324,job
418,用户体验类岗位职责,http://ckimg.baidu.com/course/2016-03/22/16703a9187e15c11f81a25b31af2d1f8.jpg,http://chuanke.baidu.com/2889565-168376.html,623,job
419,人才成长机制,http://ckimg.baidu.com/course/2016-03/15/2d22298ac0bc915b81ac66dcf3dc946f.jpg,http://chuanke.baidu.com/2889565-167713.html,512,job
420,面试技巧与注意事项,http://ckimg.baidu.com/course/2016-03/18/2e1c947bb464a272790e05be1456d34f.jpg,http://chuanke.baidu.com/2889565-167722.html,487,job
421,Giver 图书馆-Mien Studios Inc. Designer & Founder-LisaHsieh,http://ckimg.baidu.com/course/2018-02/27/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-248063.html,210,job
422,Ｇiver图书馆-爱儿IL 品牌创始人 & 总经理-Christine,http://ckimg.baidu.com/course/2018-02/27/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-248045.html,211,job
423,Giver图书馆-倍立商务咨询（上海）有限公司 创办人-张顺发,http://ckimg.baidu.com/course/2018-02/13/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-247898.html,212,job
424,Giver图书馆-上海极越信息技术公司创始人-高兆元,http://ckimg.baidu.com/course/2018-02/08/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-247834.html,213,job
425,水上运动产业3000亿市场空间，如何与休闲、娱乐、环保多重结合？,http://ckimg.baidu.com/course/2018-02/07/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-247798.html,563,job
426,10年电视购物主持经验，她结合大数据进行投资和创业！,http://ckimg.baidu.com/course/2018-02/01/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-247567.html,70,job
427,汽车设计师的日常除了绘图和改稿，他还搭建400人的设计交流群！,http://ckimg.baidu.com/course/2018-01/25/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-247402.html,505,job
428,食品制造业市场火药味十足，20%的产能政策让他占有一席之地！,http://ckimg.baidu.com/course/2018-01/23/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-247343.html,548,job
429,岗位细分超乎想象 美发店,http://ckimg.baidu.com/course/2018-01/19/958278b178af856e6d9fda2d2a36fec5.jpg,http://chuanke.baidu.com/6333158-247222.html,403,job
430,餐饮供应链大热，只有实现“一站式配套服务”远远不够！,http://ckimg.baidu.com/course/2018-01/18/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-247170.html,323,job
431,BD只是销售？更考验创造异业合作、资源拓展的本领！,http://ckimg.baidu.com/course/2018-01/16/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-247054.html,181,job
432,一带一路政策促使跨境电商兴起，国际物流如何创新突破？,http://ckimg.baidu.com/course/2018-01/10/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-246688.html,614,job
433,怎样开一家活动策划公司,http://ckimg.baidu.com/course/2018-01/06/a2d75b773ed66ba3b1f7666f6bb2e09f.jpg,http://chuanke.baidu.com/6333158-246482.html,628,job
434,大学生求职必修课：职业规划为何对职场新人如此重要,http://ckimg.baidu.com/course/2018-01/06/ab3e19b6ca81443ea07292a232ae0b2e.jpg,http://chuanke.baidu.com/9291685-246475.html,344,job
435,从知识到餐桌，月子餐行业也可以玩智能化！,http://ckimg.baidu.com/course/2018-01/04/a5bc17b96cc8c478c6a8513f7a00ca83.jpg,http://chuanke.baidu.com/8926650-246309.html,335,job
